Location,Fuel Type,bt,km,Transmission,ownerNo,oem,model,modelYear,Displacement,Insurance Validity,No of Cylinder,Color,Values per Cylinder,Engine Type,Seats,Mileage_num,Torque_num,price_num,Power_num,Location_encode,Fuel Type_encode,bt_encode,Transmission_encode,oem_encode,model_encode,Insurance Validity_encode,Color_encode,Engine Type_encode
Chennai,Petrol,Hatchback,36000,Manual,1,Hyundai,Hyundai i20,2015,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.7749523509116738,81.83,1,4,2,1,8,81,2,129,291
Chennai,Diesel,SUV,125000,Manual,2,Isuzu,Isuzu MU 7,2016,2999,Comprehensive,4.0,Silver,4.0,VGS Turbo Diesel Engine ,7,12.08,360.0,2.2512917986064953,161.0,1,1,7,1,9,85,2,108,404
Chennai,Diesel,Sedan,75000,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,2143,Comprehensive,4.0,Red,4.0,In Line Diesel Engine,5,17.9,300.0,3.068052935133617,136.0,1,1,8,0,20,170,2,105,238
Chennai,Diesel,Sedan,45007,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,1950,Comprehensive,4.0,White,4.0,In-Line 4 Cylinder diesel Engine,5,16.1,400.0,3.828641396489095,191.76,1,1,8,0,20,172,2,129,246
Chennai,Petrol,Sedan,49617,Manual,1,Honda,Honda Amaze,2016,1199,Comprehensive,4.0,Titanium,4.0,i-VTEC Petrol Engine,5,19.5,110.0,1.589235205116581,88.76,1,4,8,1,7,52,2,123,436
Chennai,Petrol,Sedan,57782,Manual,1,Toyota,Toyota Etios,2016,1496,Comprehensive,4.0,Red,4.0,Petrol Engine,5,16.78,132.0,1.824549292051046,88.73,1,4,8,1,28,245,2,105,311
Chennai,Diesel,Sedan,38000,Automatic,1,Skoda,Skoda Superb,2015,1968,Comprehensive,4.0,White,4.0,Diesel Engine,5,17.2,320.0,2.970414465569701,138.03,1,1,8,0,26,219,2,129,209
Chennai,Diesel,Sedan,110000,Automatic,3,BMW,BMW 5 Series,2008,2993,Third Party insurance,4.0,Others,4.0,In-Line Engine,5,11.5,51.0,1.916922612182061,235.0,1,1,8,0,1,12,5,83,249
Chennai,Petrol,Hatchback,22066,Manual,2,Honda,Honda Jazz,2018,1199,Third Party,4.0,Brown,4.0,i-VTEC Petrol Engine,5,18.7,110.0,1.7817091333745536,88.7,1,4,2,1,7,59,4,14,436
Chennai,Petrol,Hatchback,65707,Manual,1,Hyundai,Hyundai i20,2016,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.6789639750827108,81.83,1,4,2,1,8,81,2,129,291
Chennai,Petrol,Hatchback,89488,Manual,1,Maruti,Maruti Celerio,2015,998,Third Party insurance,3.0,Silver,4.0,K10B Engine,5,23.1,90.0,1.2947271675944,67.04,1,4,2,1,19,140,5,108,264
Chennai,Petrol,Hatchback,88663,Automatic,2,Maruti,Maruti Ignis,2017,1197,Comprehensive,4.0,Blue,4.0,1.2-Litre VVT Petrol Engine,5,20.89,113.0,1.6937790608678513,81.8,1,4,2,0,19,149,2,9,47
Chennai,Petrol,Hatchback,31679,Manual,1,Tata,Tata Tiago,2020,1199,Comprehensive,3.0,Silver,4.0,Revotron Engine,5,23.84,114.0,1.7334238922150915,83.83,1,4,2,1,27,238,2,108,322
Chennai,Petrol,Hatchback,68178,Manual,1,Hyundai,Hyundai Grand i10,2013,1197,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.4350845252893227,82.0,1,4,2,1,8,70,2,9,291
Chennai,Petrol,Sedan,61279,Manual,2,Honda,Honda City,2017,1497,Comprehensive,4.0,Red,4.0,i VTEC Engine,5,17.8,145.0,2.012232791986386,117.3,1,4,8,1,7,56,2,105,429
Chennai,Petrol,Sedan,8963,Manual,1,Honda,Honda Amaze,2021,1199,Comprehensive,4.0,Silver,4.0,i-VTEC Petrol Engine,5,18.6,110.0,2.174751721484161,88.76,1,4,8,1,7,52,2,108,436
Chennai,Petrol,Sedan,80281,Manual,1,Maruti,Maruti Swift Dzire,2017,1197,Third Party insurance,4.0,Silver,4.0,K Series VVT Engine,5,21.21,113.0,1.8180767775454285,81.8,1,4,8,1,19,157,5,108,262
Chennai,Petrol,Hatchback,21000,Automatic,1,Mini,Mini Cooper,2014,1598,Comprehensive,4.0,Blue,2.0,Petrol Engine,5,19.23,153.0,3.044522437723423,98.0,1,4,2,0,21,186,2,9,311
Chennai,Diesel,SUV,55000,Automatic,1,Audi,Audi Q3,2016,1968,Comprehensive,4.0,Blue,4.0,TDI Quattro Diesel Engine,5,15.73,380.0,3.079613757534693,174.33,1,1,7,0,0,5,2,9,350
Chennai,Diesel,SUV,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2018,2143,Third Party insurance,4.0,Silver,4.0,In Line Engine,5,17.9,500.0,3.7376696182833684,201.15,1,1,7,0,20,179,5,108,239
Chennai,Petrol,SUV,58000,Automatic,1,Audi,Audi Q5,2019,1984,Comprehensive,4.0,Blue,4.0,TFSI Quattro Engine,5,8.5,370.0,3.7612001156935624,248.0,1,4,7,0,0,6,2,9,356
Chennai,Petrol,Sedan,65224,Manual,1,Volkswagen,Volkswagen Vento,2018,1598,Comprehensive,4.0,Grey,4.0,MPI Petrol Engine,5,16.09,153.0,1.9810014688665833,103.2,1,4,8,1,29,265,2,55,300
Chennai,Petrol,Hatchback,120000,Manual,1,Maruti,Maruti Ritz,2010,1197,Third Party insurance,4.0,Others,4.0,K Series Petrol Engine ,5,21.1,114.0,1.0116009116784799,85.8,1,4,2,1,19,152,5,83,261
Chennai,Diesel,SUV,42001,Automatic,1,BMW,BMW X5,2018,2993,Comprehensive,6.0,Brown,4.0,Diesel Engine,5,15.97,560.0,4.051784947803305,258.0,1,1,7,0,1,18,2,14,209
Chennai,Petrol,Sedan,30316,Manual,1,Maruti,Maruti Swift Dzire,2017,1197,Comprehensive,4.0,Blue,4.0,K Series VVT Engine,5,19.0,114.0,1.8484548129046001,85.8,1,4,8,1,19,157,2,9,262
Chennai,Diesel,Sedan,64000,Automatic,3,Mercedes-Benz,Mercedes-Benz E-Class,2013,2143,Comprehensive,4.0,Brown,4.0,In-Line Diesel Engine,5,13.0,500.0,2.8903717578961645,204.0,1,1,8,0,20,172,2,14,247
Chennai,Diesel,Sedan,40000,Automatic,1,Volvo,Volvo S60,2015,1984,Comprehensive,4.0,Silver,4.0,Turbo Diesel Engine,5,9.0,400.0,2.9444389791664403,181.0,1,1,8,0,30,268,2,108,362
Chennai,Petrol,Hatchback,100526,Manual,1,Maruti,Maruti Swift,2017,1197,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,1.62924053973028,88.5,1,4,2,1,19,156,2,108,258
Chennai,Petrol,Hatchback,17273,Manual,1,Maruti,Maruti Swift,2021,1197,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,2.1004689088719113,88.5,1,4,2,1,19,156,2,108,258
Chennai,Diesel,SUV,107737,Manual,1,Maruti,Maruti SX4 S Cross,2018,1248,Third Party insurance,4.0,White,4.0,DDiS 200 Diesel Engine,5,23.65,200.0,2.1400661634962708,88.5,1,1,7,1,19,155,5,129,191
Chennai,Petrol,SUV,111586,Manual,2,Ford,Ford Ecosport,2016,1499,Comprehensive,4.0,Orange,4.0,Ti-VCT Petrol Engine,5,15.85,140.0,1.6845453849209058,110.4,1,4,7,1,6,45,2,80,360
Chennai,Petrol,Hatchback,73369,Automatic,2,Maruti,Maruti Baleno,2017,1197,Third Party,4.0,Silver,4.0,VVT Petrol Engine,5,21.4,115.0,1.682688374173693,83.1,1,4,2,0,19,137,4,108,415
Chennai,Petrol,Hatchback,63697,Manual,1,Maruti,Maruti Alto,2012,796,Comprehensive,3.0,Red,4.0,In-Line Engine,5,19.7,62.0,0.8544153281560676,46.3,1,4,2,1,19,134,2,105,249
Chennai,Petrol,Hatchback,45224,Manual,1,Hyundai,Hyundai i20,2018,1197,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8961194845522977,81.83,1,4,2,1,8,81,2,9,291
Chennai,Diesel,Hatchback,110701,Manual,2,Ford,Ford Figo,2010,1399,Comprehensive,4.0,Chill,4.0,Diesel Engine,5,20.0,160.0,0.7419373447293773,68.0,1,1,2,1,6,49,2,28,209
Chennai,Petrol,Hatchback,49124,Manual,2,Maruti,Maruti Wagon R,2016,998,Third Party,3.0,Silver,4.0,K10B Petrol Engine,5,20.51,90.0,1.4182774069729414,67.04,1,4,2,1,19,161,4,108,266
Chennai,Petrol,Hatchback,64636,Manual,2,Hyundai,Hyundai i10,2009,1197,Comprehensive,4.0,Blue,4.0,DOHC Engine,5,20.36,111.8,1.0986122886681098,78.9,1,4,2,1,8,80,2,9,201
Chennai,Diesel,Sedan,134000,Automatic,1,Audi,Audi A6,2014,1968,Third Party insurance,4.0,White,4.0,TDI Diesel Engine ,5,17.68,380.0,2.186051276738094,174.33,1,1,8,0,0,3,5,129,347
Chennai,Petrol,Hatchback,20000,Manual,1,Maruti,Maruti 800,2002,796,Comprehensive,3.0,White,2.0,Hi-Tech Petrol Engine,4,16.1,59.0,0.3364722366212129,37.0,1,4,2,1,19,132,2,129,235
Chennai,Petrol,SUV,14118,Automatic,1,Renault,Renault Kiger,2022,999,Comprehensive,3.0,Brown,4.0,1.0L energy,5,19.03,96.0,2.0918640616783932,71.01,1,4,7,0,25,207,2,14,26
Chennai,Petrol,SUV,36000,Automatic,2,Ford,Ford Ecosport,2018,1497,Comprehensive,3.0,Grey,4.0,Ti-VCT Petrol Engine,5,14.8,150.0,1.9810014688665833,121.36,1,4,7,0,6,45,2,55,360
Chennai,Petrol,SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,999,Comprehensive,3.0,White,4.0,1.0 TSI Petrol Engine,5,17.2,178.0,2.865053949911875,113.98,1,4,7,0,26,214,2,129,15
Chennai,Petrol,SUV,50000,Manual,1,Kia,Kia Seltos,2019,1497,Third Party insurance,4.0,White,4.0,SMARTSTREAM G1.5,5,16.8,144.0,2.3513752571634776,113.43,1,4,7,1,12,97,5,129,329
Chennai,Petrol,SUV,30000,Manual,1,Toyota,Toyota Urban cruiser,2021,1462,Third Party insurance,4.0,Brown,4.0,k-series1.5l,5,17.03,138.0,2.302585092994046,103.26,1,4,7,1,28,254,5,14,437
Chennai,Petrol,Sedan,29000,Automatic,1,Skoda,Skoda Rapid,2018,1598,Third Party insurance,4.0,Grey,4.0,Petrol Engine,5,14.84,153.0,2.1400661634962708,103.2,1,4,8,0,26,217,5,55,311
Chennai,Petrol,Hatchback,55940,Manual,2,Hyundai,Hyundai i20,2014,1197,Third Party insurance,4.0,Silver,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.6253112615903906,81.83,1,4,2,1,8,81,5,108,291
Chennai,Diesel,Sedan,115915,Manual,2,Honda,Honda City,2018,1498,Third Party,4.0,Grey,4.0,i DTEC Diesel Engine,5,25.6,200.0,2.1412419425852827,97.9,1,1,8,1,7,56,4,55,427
Chennai,Petrol,Hatchback,1000,Automatic,1,Renault,Renault KWID,2022,999,Comprehensive,3.0,White,4.0,1.0 SCe,5,22.3,91.0,1.8325814637483102,67.06,1,4,2,0,25,206,2,129,14
Chennai,Petrol,Hatchback,96184,Automatic,2,Honda,Honda Jazz,2016,1199,Comprehensive,4.0,Orange,4.0,i-VTEC Petrol Engine,5,19.0,110.0,1.7227665977411035,88.7,1,4,2,0,7,59,2,80,436
Chennai,Petrol,Hatchback,87780,Manual,1,Hyundai,Hyundai i10,2014,1086,Comprehensive,4.0,Silver,3.0,IRDE2 Engine,5,19.81,99.04,1.208960345836975,68.05,1,4,2,1,8,80,2,108,236
Chennai,Petrol,Hatchback,118921,Manual,1,Hyundai,Hyundai i20,2015,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.4929040961781488,81.83,1,4,2,1,8,81,2,129,291
Chennai,Diesel,SUV,73834,Manual,2,Ford,Ford Ecosport,2019,1498,Comprehensive,4.0,Red,4.0,TDCi Diesel Engine,5,23.0,205.0,2.1162555148025524,98.96,1,1,7,1,6,45,2,105,345
Chennai,Petrol,Hatchback,38514,Manual,1,Maruti,Maruti Baleno,2016,1197,Comprehensive,4.0,Blue,4.0,VVT Petrol Engine,5,21.4,115.0,1.840549633397487,83.1,1,4,2,1,19,137,2,9,415
Chennai,Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Creta,2020,1353,Third Party insurance,4.0,Others,4.0,1.4 L Turbo GDi Petrol,5,16.8,242.0,2.580216829592325,138.12,1,4,7,0,8,66,5,83,60
Chennai,Petrol,Hatchback,9000,Manual,1,Maruti,Maruti Swift,2022,1197,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,2.151762203259462,88.5,1,4,2,1,19,156,2,108,258
Chennai,Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2017,1591,Third Party insurance,4.0,Others,4.0,VTVT Petrol Engine,5,15.29,151.0,2.0360119837525,121.3,1,4,7,1,8,66,5,83,410
Chennai,Diesel,Sedan,80000,Automatic,3,Skoda,Skoda Rapid,2015,1498,Third Party insurance,4.0,Others,4.0,Diesel Engine,5,21.66,250.0,1.55814461804655,103.52,1,1,8,0,26,217,5,83,209
Chennai,Petrol,Hatchback,82000,Manual,2,Hyundai,Hyundai Grand i10,2014,1197,Third Party insurance,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.3609765531356006,82.0,1,4,2,1,8,70,5,129,291
Chennai,Petrol,Sedan,32947,Automatic,1,Hyundai,Hyundai Aura,2020,1197,Comprehensive,4.0,Grey,4.0,1.2 l Kappa dual petrol,5,20.1,113.8,1.916922612182061,81.86,1,4,8,0,8,65,2,55,41
Chennai,Petrol,Sedan,25000,Manual,1,Hyundai,Hyundai Verna,2018,1591,Comprehensive,4.0,White,4.0,VTVT Petrol Engine,5,17.0,151.0,2.145931282948669,121.3,1,4,8,1,8,78,2,129,410
Chennai,Petrol,MUV,10000,Manual,1,Maruti,Maruti XL6,2022,1462,Third Party insurance,4.0,Gray,4.0,K15B Smart Hybrid,6,19.01,138.0,2.4849066497880004,103.2,1,4,4,1,19,163,5,53,276
Chennai,Petrol,Sedan,8413,Manual,1,Skoda,Skoda Slavia,2022,1498,Zero Dep,4.0,Red,4.0,1.5 L TSI Petrol,5,18.72,250.0,2.882563575448353,147.52,1,4,8,1,26,218,6,105,71
Chennai,Petrol,Hatchback,34460,Manual,1,Hyundai,Hyundai i20,2016,1197,Comprehensive,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.814824742159051,81.83,1,4,2,1,8,81,2,105,291
Chennai,Petrol,Sedan,33886,Manual,1,Maruti,Maruti Swift Dzire,2010,1298,Comprehensive,4.0,Golden,4.0,In-Line Engine,5,17.5,114.0,1.2237754316221157,85.8,1,4,8,1,19,157,2,49,249
Chennai,Petrol,Hatchback,57910,Manual,2,Hyundai,Hyundai i20 Active,2016,1197,Third Party insurance,4.0,Red,4.0,VTVT Petrol Engine,5,17.19,114.73,1.7191887763932197,81.86,1,4,2,1,8,82,5,105,410
Chennai,Petrol,Sedan,60000,Automatic,1,Honda,Honda City,2017,1498,Comprehensive,4.0,Silver,4.0,Water Cooled Inline i-VTEC DOHC with VTC,5,18.3,145.0,2.2512917986064953,119.35,1,4,8,0,7,56,2,108,418
Chennai,Petrol,Hatchback,48979,Manual,1,Maruti,Maruti Swift,2021,1197,Third Party,4.0,Red,4.0,K Series Dual jet,5,22.38,113.0,1.9600947840472698,88.5,1,4,2,1,19,156,4,105,258
Chennai,Diesel,SUV,106165,Manual,1,Ford,Ford Ecosport,2016,1498,Comprehensive,4.0,Silver,2.0,TDCi Diesel Engine,5,22.77,205.0,1.922787731634459,98.59,1,1,7,1,6,45,2,108,345
Chennai,Petrol,Hatchback,91261,Manual,1,Datsun,Datsun RediGO,2018,799,Third Party,3.0,Silver,4.0,0.8L Petrol Engine,5,22.7,72.0,1.128171090909654,53.64,1,4,2,1,4,34,4,108,7
Chennai,Petrol,Hatchback,36711,Manual,1,Maruti,Maruti Celerio,2018,998,Comprehensive,3.0,Blue,4.0,K10B Engine,5,21.63,90.0,1.6094379124341003,67.05,1,4,2,1,19,140,2,9,264
Chennai,Petrol,Sedan,9000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,1998,Comprehensive,4.0,Red,4.0,2.0L Turbo Petrol,5,15.3,400.0,4.007333185232471,254.79,1,4,8,0,1,11,2,105,121
Chennai,Petrol,Hatchback,30428,Manual,0,Maruti,Maruti Baleno,2018,1197,Third Party insurance,4.0,Blue,4.0,VVT Petrol Engine,5,21.4,115.0,1.8718021769015913,83.1,1,4,2,1,19,137,5,9,415
Chennai,Petrol,Hatchback,49791,Manual,1,Renault,Renault KWID,2018,999,Comprehensive,3.0,Brown,4.0,Petrol Engine,5,23.01,91.0,1.2809338454620642,67.0,1,4,2,1,25,206,2,14,311
Chennai,Diesel,SUV,40000,Manual,1,MG,MG Hector Plus,2021,1956,Third Party insurance,4.0,Others,4.0,2.0L Turbocharged Diesel,6,16.65,350.0,2.9311937524164198,167.67,1,1,7,1,15,112,5,83,122
Chennai,Petrol,Sedan,40000,Manual,2,Hyundai,Hyundai Xcent,2014,1197,Third Party insurance,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,19.1,114.0,1.5040773967762742,82.0,1,4,8,1,8,79,5,83,291
Chennai,Petrol,Hatchback,50000,Automatic,2,Maruti,Maruti Baleno,2018,1197,Third Party insurance,4.0,Others,4.0,VVT Petrol Engine,5,21.4,115.0,1.8870696490323797,83.1,1,4,2,0,19,137,5,83,415
Chennai,Diesel,SUV,60000,Manual,1,Maruti,Maruti Vitara Brezza,2019,1248,Third Party insurance,4.0,Others,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,2.2512917986064953,88.5,1,1,7,1,19,160,5,83,191
Chennai,Petrol,Sedan,60000,Manual,1,Volkswagen,Volkswagen Ameo,2017,1198,Third Party insurance,3.0,Others,4.0,MPI Petrol Engine,5,17.0,110.0,1.6094379124341003,74.0,1,4,8,1,29,256,5,83,300
Chennai,Diesel,SUV,70000,Automatic,1,Ford,Ford Endeavour,2017,2198,Third Party insurance,4.0,Red,4.0,Diesel Engine,7,12.62,385.0,3.173878458937465,158.0,1,1,7,0,6,46,5,105,209
Chennai,Petrol,Hatchback,107158,Manual,2,Maruti,Maruti Wagon R,2014,998,Third Party insurance,3.0,Silver,4.0,K10B Petrol Engine,5,20.51,90.0,1.2837077723447896,67.04,1,4,2,1,19,161,5,108,266
Chennai,Petrol,Hatchback,90811,Manual,1,Hyundai,Hyundai Grand i10,2019,1197,Third Party insurance,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.9,113.75,1.7029282555214393,81.86,1,4,2,1,8,70,5,9,291
Chennai,Petrol,Hatchback,76454,Manual,3,Ford,Ford Figo,2012,1196,Comprehensive,4.0,Black,4.0,Petrol Engine,5,15.6,102.0,0.7419373447293773,70.0,1,4,2,1,6,49,2,8,311
Chennai,Petrol,Hatchback,57464,Manual,1,Maruti,Maruti Swift,2021,1197,Third Party,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,1.951608170169951,88.5,1,4,2,1,19,156,4,108,258
Chennai,Petrol,Sedan,95072,Manual,1,Honda,Honda Amaze,2019,1199,Comprehensive,4.0,Grey,4.0,i-VTEC Petrol Engine,5,19.5,110.0,1.986503546020567,88.76,1,4,8,1,7,52,2,55,436
Chennai,Petrol,Sedan,51789,Automatic,1,Honda,Honda City,2014,1497,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,18.0,145.0,1.9459101490553132,117.3,1,4,8,0,7,56,2,108,429
Chennai,Petrol,Hatchback,56028,Manual,2,Hyundai,Hyundai i20,2018,1197,Third Party,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8229350866965048,81.83,1,4,2,1,8,81,4,129,291
Chennai,Petrol,Sedan,60000,Manual,1,Honda,Honda City,2017,1497,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,17.8,145.0,1.9810014688665833,117.3,1,4,8,1,7,56,5,83,429
Chennai,Petrol,Hatchback,36460,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,1197,Zero Dep,4.0,Others,4.0,1.2 Kappa petrol,5,20.7,113.8,1.8261608959453874,81.86,1,4,2,1,8,71,6,83,31
Chennai,Petrol,Sedan,103249,Manual,1,Honda,Honda Amaze,2020,1199,Zero Dep,4.0,Green,4.0,i-VTEC Petrol Engine,5,19.5,110.0,1.9242486522741338,88.76,1,4,8,1,7,52,6,54,436
Chennai,Petrol,Sedan,45568,Manual,1,Honda,Honda City,2021,1498,Third Party insurance,4.0,Grey,4.0,Water Cooled Inline i-VTEC DOHC with VTC,5,18.6,145.0,2.2512917986064953,119.35,1,4,8,1,7,56,5,55,418
Chennai,Diesel,SUV,130000,Automatic,1,Ford,Ford Endeavour,2017,2198,Comprehensive,4.0,Maroon,4.0,Diesel Engine,7,12.62,385.0,2.917770732084279,158.0,1,1,7,0,6,46,2,62,209
Chennai,Diesel,SUV,60000,Manual,1,MG,MG Hector Plus,2021,1956,Third Party insurance,4.0,Others,4.0,2.0L Turbocharged Diesel,6,16.65,350.0,2.917770732084279,167.67,1,1,7,1,15,112,5,83,122
Chennai,Diesel,Sedan,100521,Manual,1,Skoda,Skoda Rapid,2013,1598,Comprehensive,4.0,White,4.0,Turbocharged Diesel Engin,5,20.5,250.0,1.410986973710262,103.5,1,1,8,1,26,217,2,129,364
Chennai,Petrol,Sedan,42709,Manual,1,Volkswagen,Volkswagen Ameo,2019,999,Comprehensive,3.0,Brown,4.0,MPI Petrol Engine,5,19.44,95.0,1.7404661748405046,75.0,1,4,8,1,29,256,2,14,300
Chennai,Diesel,SUV,150000,Manual,2,Mahindra,Mahindra TUV 300,2016,1493,Third Party insurance,3.0,Others,2.0,mHawk 100 Diesel Engine,7,18.49,240.0,1.7047480922384253,100.0,1,1,7,1,16,124,5,83,449
Chennai,Petrol,Sedan,100000,Manual,1,Honda,Honda City,2015,1497,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,17.4,145.0,1.791759469228055,117.3,1,4,8,1,7,56,5,83,429
Chennai,Diesel,Sedan,120000,Manual,3,Volkswagen,Volkswagen Jetta,2009,1896,Third Party insurance,4.0,Black,4.0,In-Line Engine,5,15.0,25.5,0.8153648132841944,105.0,1,1,8,1,29,258,5,8,249
Chennai,Petrol,Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,1999,Comprehensive,4.0,Blue,4.0,Nu 2.0 MPi Petrol Engine,5,14.62,192.2,2.6026896854443837,149.92,1,4,8,0,8,68,2,9,308
Chennai,Diesel,Sedan,70000,Automatic,1,BMW,BMW 3 Series,2016,1995,Third Party insurance,4.0,Others,4.0,TwinPower Turbo 4 Cylinder Engine,5,22.69,400.0,3.258096538021482,190.0,1,1,8,0,1,9,5,83,369
Chennai,Petrol,Hatchback,104279,Manual,1,Hyundai,Hyundai Grand i10,2014,1197,Third Party insurance,4.0,Others,4.0, Kappa VTVT Petrol Engine,5,18.9,114.0,1.2947271675944,82.0,1,4,2,1,8,70,5,83,2
Chennai,Petrol,Hatchback,73321,Manual,1,Hyundai,Hyundai i20 Active,2018,1197,Comprehensive,4.0,White,4.0,VTVT Petrol Engine,5,17.19,114.73,1.9558604799084813,81.86,1,4,2,1,8,82,2,129,410
Chennai,Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2017,1591,Third Party insurance,4.0,Others,4.0,VTVT Petrol Engine,5,17.0,151.0,2.0794415416798357,121.3,1,4,8,1,8,78,5,83,410
Chennai,Petrol,Hatchback,34279,Manual,1,Hyundai,Hyundai Santro,2018,1086,Zero Dep,4.0,Silver,3.0,1.1 litre Petrol Engine,5,20.3,99.0,1.6486586255873816,68.0,1,4,2,1,8,73,6,108,29
Chennai,Petrol,Hatchback,55040,Manual,2,Hyundai,Hyundai i20,2016,1197,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.7950872593207297,81.83,1,4,2,1,8,81,2,9,291
Chennai,Diesel,Sedan,39000,Automatic,2,Hyundai,Hyundai Verna,2018,1582,Comprehensive,4.0,White,4.0,U2 VGT Diesel Engine,5,22.0,259.87,2.3513752571634776,126.2,1,1,8,0,8,78,2,129,388
Chennai,Diesel,Hatchback,104336,Manual,2,Hyundai,Hyundai i20,2014,1396,Comprehensive,4.0,Red,4.0,U2 CRDI Diesel Engine,5,22.54,219.7,1.6974487897568136,88.73,1,1,2,1,8,81,2,105,380
Chennai,Diesel,Sedan,45000,Automatic,3,Volvo,Volvo S90,2019,1969,Comprehensive,4.0,White,4.0,D4 Diesel Engine,5,18.0,400.0,3.548179572010801,190.0,1,1,8,0,30,270,2,129,185
Chennai,Petrol,Sedan,69617,Manual,1,Honda,Honda City,2020,1498,Third Party,4.0,Red,4.0,Water Cooled Inline i-VTEC DOHC with VTC,5,18.6,145.0,2.474856313934499,119.35,1,4,8,1,7,56,4,105,418
Chennai,Petrol,Hatchback,47429,Manual,1,Hyundai,Hyundai i20,2016,1197,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8261608959453874,81.83,1,4,2,1,8,81,2,9,291
Chennai,Petrol,Hatchback,67000,Manual,1,Maruti,Maruti Swift,2015,1197,Comprehensive,4.0,Grey,4.0,VTVT Engine,5,21.21,113.0,1.6389967146756448,81.8,1,4,2,1,19,156,2,55,409
Chennai,Petrol,Hatchback,80000,Manual,1,Volkswagen,Volkswagen Polo,2016,1199,Third Party insurance,3.0,Others,4.0,MPI Petrol Engine,5,16.2,110.0,1.791759469228055,74.0,1,4,2,1,29,260,5,83,300
Chennai,Petrol,Hatchback,27000,Manual,1,Volkswagen,Volkswagen Polo,2018,999,Comprehensive,3.0,Grey,4.0,MPI Petrol Engine,5,18.78,95.0,2.0476928433652555,75.0,1,4,2,1,29,260,2,55,300
Chennai,Diesel,SUV,56000,Manual,2,Ford,Ford Ecosport,2016,1498,Comprehensive,4.0,Blue,2.0,TDCi Diesel Engine,5,22.77,205.0,1.864080130807681,98.59,1,1,7,1,6,45,2,9,345
Chennai,Petrol,Sedan,33379,Manual,1,Honda,Honda Amaze,2018,1199,Comprehensive,4.0,White,4.0,i-VTEC Petrol Engine,5,18.6,110.0,1.8718021769015913,88.76,1,4,8,1,7,52,2,129,436
Chennai,Diesel,Sedan,80000,Manual,1,Maruti,Maruti Ciaz,2017,1248,Third Party insurance,4.0,Blue,4.0,DDIS 200 Engine,5,28.09,200.0,1.9459101490553132,88.5,1,1,8,1,19,142,5,9,186
Chennai,Petrol,Sedan,90000,Manual,1,Hyundai,Hyundai Xcent,2016,1197,Third Party insurance,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,19.1,114.0,1.4747630091074988,82.0,1,4,8,1,8,79,5,83,291
Chennai,Petrol,Sedan,50197,Manual,1,Hyundai,Hyundai Xcent,2015,1197,Third Party insurance,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,19.1,114.0,1.5260563034950492,82.0,1,4,8,1,8,79,5,105,291
Chennai,Petrol,Sedan,80000,Manual,2,Hyundai,Hyundai Accent,2012,1495,Third Party insurance,4.0,Others,3.0,Petrol Engine,5,16.36,124.6,0.9162907318741551,93.7,1,4,8,1,8,63,5,83,311
Chennai,Petrol,Hatchback,60611,Manual,0,Honda,Honda Jazz,2016,1199,Third Party insurance,4.0,Brown,4.0,i-VTEC Petrol Engine,5,18.7,110.0,1.6486586255873816,88.7,1,4,2,1,7,59,5,14,436
